Vessel Name,Call No,Order,Seq,Voyage Status,Port Name,Port Func,BL Code,BL Quantity,BL Date,Cargo Short Name,Arrival Local,Departure Local,Flag,Port Days,Sea Days,Port & Sea Days,Commence Date Gmt,Complete Date Gmt,total voyage days,Vessel Code,LS Sea Days,Total Sea Days,Total Port Days,Ownership,Cargo Group,Port Region,ETB,FunctionName,Region Code
ACHI,ACHLS-3,400,400,Scheduled,GIBRALTAR,F,,,,,2025-09-08T04:25:44,2025-09-08T16:25:44,,0.5,2.91938657407407,3.41938657407407,2025-08-21T00:00:00,2025-09-18T07:04:13,28.2944444166,ACHLS,0.0066049382716049,17.7705902777778,10.524,Time Charter,,Gibraltar,2025-09-08T04:25:44,FUELING,EURO
ACHI,ACHLS-3,300,300,Scheduled,ECA - MEDITERRANEAN SEA,P,,,,,2025-09-08T05:16:13,2025-09-08T05:16:13,,0.0,0.0,0.0,2025-08-21T00:00:00,2025-09-18T07:04:13,28.2944444166,ACHLS,2.28200617283951,17.7705902777778,10.524,Time Charter,,W Med,2025-09-08T05:16:13,PASSING,EURO
ACHI,ACHLS-1,500,800,Completed,LAGOS DRIFTING AREA,W,,,,,2023-06-11T12:00:00,2023-06-20T06:00:00,,8.75,1.16666666666667,9.91666666666667,2023-05-09T22:48:00,2023-07-04T14:30:00,55.6541666666,ACHLS,0.0,23.6541666666667,32.0,Time Charter,,W Africa,2023-06-11T12:00:00,WAITING,AFRA
ACHI,ACHLS-3,200,200,Scheduled,PASCAGOULA,L,,0.0,,petcoke gdp,2025-08-20T19:00:00,2025-08-24T01:00:00,,3.25,14.8512037037037,18.1012037037037,2025-08-21T00:00:00,2025-09-18T07:04:13,28.2944444166,ACHLS,0.0,17.7705902777778,10.524,Time Charter,OTHER BULK,United States,2025-08-20T19:00:00,LOADING,NAMR
ACHI,ACHLS-2,300,300,Completed,TROMBETAS,L,,49185.0,,bauxite,2024-06-05T17:30:00,2024-06-07T11:45:00,,1.76041666666667,12.0520833333333,13.8125,2024-06-04T03:01:00,2024-07-03T12:00:00,29.3743055416,ACHLS,1.43611111111111,19.3972222222222,9.97708333333333,Time Charter,OTHER BULK,Brazil,2024-06-06T08:30:00,LOADING,SAMR
ACHI,ACHLS-2,500,400,Completed,AUGHINISH,D,,49185.0,2024-07-02T00:00:00,bauxite,2024-06-25T19:18:00,2024-07-03T13:00:00,,7.7375,0.0,7.7375,2024-06-04T03:01:00,2024-07-03T12:00:00,29.3743055416,ACHLS,0.0,19.3972222222222,9.97708333333333,Time Charter,OTHER BULK,North Europe,2024-06-28T21:58:00,DISCHARGING,EURO
ACHI,ACHLS-3,500,500,Scheduled,GENOA,D,,0.0,,petcoke gdp,2025-09-11T14:29:39,2025-09-18T09:04:13,,6.774,0.0,6.774,2025-08-21T00:00:00,2025-09-18T07:04:13,28.2944444166,ACHLS,2.91938271604938,17.7705902777778,10.524,Time Charter,OTHER BULK,Mediterranean,2025-09-11T14:29:39,DISCHARGING,EURO
ACHI,ACHLS-1,200,200,Completed,GDYNIA,L,,55000.0,,wheat rmw,2023-05-11T01:30:00,2023-05-20T16:00:00,,9.60416666666667,10.4583333333333,20.0625,2023-05-09T22:48:00,2023-07-04T14:30:00,55.6541666666,ACHLS,0.977777777777778,23.6541666666667,32.0,Time Charter,GRAINS,Baltic,2023-05-11T18:30:00,LOADING,EURO
ACHI,ACHLS-1,400,400,Completed,LAS PALMAS,F,,,,,2023-05-31T02:00:00,2023-05-31T12:00:00,,0.416666666666667,11.0,11.4166666666667,2023-05-09T22:48:00,2023-07-04T14:30:00,55.6541666666,ACHLS,1.065625,23.6541666666667,32.0,Time Charter,,NW Africa,2023-05-31T02:00:00,FUELING,EURO
ACHI,ACHLS-1,600,500,Completed,LAGOS (NIGERIA),D,,55000.0,,wheat rmw,2023-06-21T10:00:00,2023-07-04T15:30:00,,13.2291666666667,0.0,13.2291666666667,2023-05-09T22:48:00,2023-07-04T14:30:00,55.6541666666,ACHLS,0.0,23.6541666666667,32.0,Time Charter,GRAINS,W Africa,2023-06-21T14:30:00,DISCHARGING,AFRA
